Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP2
1,20.1,1,0.022425236,6,226.3036,8,1997,2,0,1,910.8144,3
1,11.0,1,0.133352623,3,219.7798,9,1999,1,0,1,2644.5576,3
2,18.7,0,0.046079558,8,151.5682,6,2004,2,1,1,1982.0866,2
1,15.15,1,0.066446521,5,147.976,3,2009,1,2,2,732.38,2
1,14.1,0,0.066979957,13,196.7084,9,1999,1,0,1,3174.5344,2
2,8.42,0,0.187918654,8,65.4168,0,1998,2,2,0,127.8336,0
1,12.6,0,0.051924192,13,121.0072,5,1985,1,2,3,2940.1728,1
1,12.6,0,0.054806734,6,145.1444,5,1985,1,2,3,3918.8988,2
2,8.27,0,0.018813601,8,237.988,8,1997,2,0,1,7190.64,3
1,12.6,0,0.094910421,1,84.5566,4,1985,2,0,0,253.6698,1
1,8.615,0,0.116722514,6,95.4436,3,2009,1,2,2,567.2616,1
0,9.8,0,0.013863257,14,45.106,9,1999,1,0,1,1398.18,0
1,12.6,1,0.021471456,13,131.0284,4,1985,2,0,0,131.8284,1
1,13.65,1,0.026067434,13,78.8302,2,2007,1,1,1,713.0718,1
1,6.385,1,0.123710526,13,37.1874,8,1997,2,0,1,247.0118,0
1,20.5,0,0.119547387,0,108.9596,9,1999,1,0,1,539.298,1
1,16.85,1,0.079690403,13,113.4544,8,1997,2,0,1,2908.2144,1
1,7.785,0,0.088691614,6,61.851,6,2004,2,1,1,1454.773,0
1,12.6,0,0.104784329,6,150.4366,4,1985,2,0,0,151.1366,2
1,12.6,0,0.032024659,10,62.7194,5,1985,1,2,3,1857.582,0
2,10.8,0,0.041950753,8,190.0214,7,2002,1,1,1,2449.4782,2
1,15.0,1,0.091018048,3,60.2904,0,1998,2,2,0,117.1808,0
1,5.175,0,0.037398953,3,84.2224,8,1997,2,0,1,852.224,1
1,11.6,0,0.017845372,3,179.0686,2,2007,1,1,1,5688.5952,2
2,6.775,0,0.105459307,9,84.625,7,2002,1,1,1,2496.75,1
1,9.31,0,0.038032068,5,61.351,7,2002,1,1,1,822.263,0
0,15.0,0,0.064504433,7,47.306,2,2007,1,1,1,652.484,0
1,13.3,0,0.021306635,0,119.8124,9,1999,1,0,1,1896.1984,1
1,16.0,1,0.116063284,6,59.1246,3,2009,1,2,2,753.0198,0
1,12.6,0,0.059336763,13,212.1902,4,1985,2,0,0,424.7804,3
1,6.48,0,0.034091649,13,146.2076,2,2007,1,1,1,2364.9216,2
1,12.6,1,0.081955735,3,142.0838,4,1985,2,0,0,280.9676,2
2,12.6,0,0.088551694,9,191.5504,5,1985,1,2,3,5944.2624,2
1,12.5,0,0.071230537,15,128.102,6,2004,2,1,1,885.514,1
1,8.39,1,0.024185517,5,115.7176,1,1987,0,2,1,1374.2112,1
1,17.7,1,0.041163522,6,80.8276,2,2007,1,1,1,1868.2348,1
1,15.6,0,0.087719692,13,218.5798,8,1997,2,0,1,4407.596,3
2,10.65,0,0.048677482,11,166.1526,6,2004,2,1,1,2466.789,2
2,12.35,0,0.041907648,8,36.2216,3,2009,1,2,2,346.216,0
1,6.035,1,0.065783783,0,188.224,8,1997,2,0,1,5779.144,2
1,6.155,1,0.094807042,10,213.356,9,1999,1,0,1,3835.008,3
1,16.75,0,0.128778474,1,89.1856,1,1987,0,2,1,1581.9408,1
1,16.75,0,0.060668416,4,172.4106,7,2002,1,1,1,2908.8802,2
2,15.1,0,0.056067524,9,139.8496,3,2009,1,2,2,1270.3464,2
2,21.25,0,0.114066204,8,233.03,3,2009,1,2,2,5592.72,3
1,9.395,1,0.10039894,0,89.6856,8,1997,2,0,1,878.856,1
0,17.6,0,0.097135675,4,89.3856,1,1987,0,2,1,1318.284,1
2,12.6,0,0.032610007,9,37.4822,5,1985,1,2,3,942.7728,0
1,13.15,1,0.165616415,6,172.6764,9,1999,1,0,1,2061.3168,2
1,12.6,1,0.030362777,4,210.5244,5,1985,1,2,3,6775.1808,3
2,12.6,0,0.03409886,11,162.621,4,1985,2,0,0,815.605,2
2,12.6,0,0.145951533,9,160.9552,4,1985,2,0,0,162.4552,2
1,5.48,0,0.015138834,5,81.925,7,2002,1,1,1,3079.325,1
1,19.35,1,0.031069993,13,112.0544,0,1998,2,2,0,223.7088,1
1,9.195,0,0.115535487,5,59.5246,2,2007,1,1,1,810.9444,0
1,5.26,1,0.02454694,1,95.7068,9,1999,1,0,1,1166.4816,1
1,12.6,1,0.067175915,0,187.124,5,1985,1,2,3,3728.48,2
2,6.235,0,0.118674359,9,261.691,8,1997,2,0,1,3155.892,3
1,11.8,1,0.057421582,10,149.9366,8,1997,2,0,1,1662.5026,2
1,20.7,1,0.114022125,4,92.9436,1,1987,0,2,1,2174.5028,1
2,13.6,0,0.010033871,9,177.937,3,2009,1,2,2,2293.681,2
2,5.82,0,0.080765853,9,169.179,9,1999,1,0,1,2037.348,2
1,7.76,0,0.05930285,13,98.77,1,1987,0,2,1,1697.79,1
0,18.35,0,0.041753387,7,187.6872,7,2002,1,1,1,2836.308,2
1,7.285,0,0.050065211,4,157.4288,7,2002,1,1,1,2042.6744,2
1,15.1,1,0.096020459,10,133.7942,1,1987,0,2,1,2384.8956,1
1,7.0,0,0.15202235,3,106.628,3,2009,1,2,2,639.168,1
1,12.6,0,0.087383304,4,180.4292,5,1985,1,2,3,4013.4424,2
2,18.35,0,0.03066757,8,193.4162,2,2007,1,1,1,2116.5782,2
0,18.35,0,0.03321399,4,154.934,8,1997,2,0,1,1225.072,2
0,12.6,0,0.097429924,14,172.8738,5,1985,1,2,3,3649.2498,2
1,8.895,1,0.039120291,0,206.8296,7,2002,1,1,1,4154.592,3
0,15.5,0,0.053480419,14,42.377,7,2002,1,1,1,1211.756,0
1,14.5,1,0.128520186,0,101.4332,7,2002,1,1,1,1948.1308,1
0,8.26,0,0.034544435,7,116.0834,3,2009,1,2,2,1267.0174,1
2,10.0,0,0.073678663,8,120.944,3,2009,1,2,2,2037.348,1
1,9.0,0,0.079668739,3,79.6644,3,2009,1,2,2,1571.288,1
1,5.655,0,0.085447928,6,165.85,7,2002,1,1,1,1830.95,2
2,18.6,0,0.080434451,8,93.4436,1,1987,0,2,1,1701.7848,1
2,15.0,0,0.044978225,8,140.8838,9,1999,1,0,1,2247.7408,2
2,20.5,0,0.023190134,11,153.434,7,2002,1,1,1,3981.484,2
1,8.785,0,0.025967624,6,119.9414,8,1997,2,0,1,1462.0968,1
1,8.77,1,0.046962004,6,173.8422,3,2009,1,2,2,3448.844,2
2,18.75,0,0.05233528,8,108.128,2,2007,1,1,1,1065.28,1
1,19.85,0,0.17635245,6,220.8772,7,2002,1,1,1,4225.1668,3
1,17.5,0,0.013692598,5,259.7304,3,2009,1,2,2,3616.6256,3
1,11.8,1,0.093655728,13,127.1704,8,1997,2,0,1,3004.0896,1
1,11.65,1,0.018275816,10,110.8544,0,1998,2,2,0,111.8544,1
1,13.65,1,0.184167712,3,213.7902,8,1997,2,0,1,1274.3412,3
1,12.6,1,0.158954903,5,34.9558,5,1985,1,2,3,1120.5414,0
1,16.6,0,0.050392993,3,118.4124,7,2002,1,1,1,3199.8348,1
1,18.0,0,0.008558144,0,79.0618,7,2002,1,1,1,1208.427,1
1,7.17,1,0.059820884,6,130.3968,9,1999,1,0,1,3523.4136,1
1,10.3,0,0.070149088,4,264.5226,9,1999,1,0,1,3436.1938,3
1,12.6,0,0.095919472,1,162.6552,5,1985,1,2,3,5685.932,2
1,12.6,0,0.058092551,13,172.0422,4,1985,2,0,0,517.3266,2
1,7.855,1,0.161798604,0,37.2848,9,1999,1,0,1,745.696,0
1,12.6,0,0.148742896,0,107.128,4,1985,2,0,0,319.584,1
2,9.0,0,0.032022535,9,101.8016,8,1997,2,0,1,1720.4272,1
1,12.6,1,0.049842613,6,164.2526,5,1985,1,2,3,3946.8624,2
1,12.6,0,0.156304192,13,256.3672,4,1985,2,0,0,255.6672,3
1,10.195,1,0.012458143,10,196.311,8,1997,2,0,1,589.233,2
0,15.7,0,0.037201127,14,181.7634,1,1987,0,2,1,2544.6876,2
1,15.7,0,0.045274134,5,177.966,9,1999,1,0,1,3415.554,2
2,8.88,0,0.098603729,9,210.727,6,2004,2,1,1,4194.54,3
2,15.2,0,0.097457483,8,114.4492,3,2009,1,2,2,579.246,1
1,10.195,0,0.051661272,1,33.3558,8,1997,2,0,1,848.895,0
1,12.6,1,0.041273391,5,91.6804,5,1985,1,2,3,3858.9768,1
1,12.6,1,0.141997869,6,90.5514,5,1985,1,2,3,2036.6822,1
0,13.8,0,0.058339153,4,246.2802,3,2009,1,2,2,1228.401,3
1,16.35,0,0.020544065,6,49.9324,6,2004,2,1,1,259.662,0
1,6.11,1,0.103503049,6,129.6968,2,2007,1,1,1,1174.4712,1
1,7.785,0,0.140342195,4,105.6306,2,2007,1,1,1,627.1836,1
1,18.85,0,0.036031137,10,60.4562,6,2004,2,1,1,1125.8678,0
1,12.6,0,0.008903212,10,120.9756,5,1985,1,2,3,2787.0388,1
1,6.65,0,0.087669485,6,127.2678,8,1997,2,0,1,2416.1882,1
1,5.985,0,0.005661669,0,186.5924,1,1987,0,2,1,2591.2936,2
1,6.195,0,0.07198553,13,122.2098,8,1997,2,0,1,1205.098,1
1,18.6,1,0.17133418,10,48.8376,1,1987,0,2,1,287.6256,0
1,8.63,1,0.047329385,3,174.1422,0,1998,2,2,0,517.3266,2
1,11.8,1,0.170977155,3,117.0834,3,2009,1,2,2,1842.9344,1
1,7.075,0,0.058298384,4,145.8128,1,1987,0,2,1,1725.7536,2
1,8.395,0,0.039715591,13,100.1042,2,2007,1,1,1,1289.6546,1
1,17.85,0,0.046824729,10,153.6682,3,2009,1,2,2,1829.6184,2
2,14.6,0,0.059611153,11,238.3538,7,2002,1,1,1,2163.1842,3
1,12.6,1,0.103517853,0,164.95,5,1985,1,2,3,4161.25,2
1,11.65,1,0.075834825,13,82.9908,6,2004,2,1,1,1258.362,1
1,20.7,0,0.170072462,3,183.8266,9,1999,1,0,1,1844.266,2
1,13.65,1,0.072912432,5,198.4426,8,1997,2,0,1,5536.7928,2
2,17.7,0,0.012567811,9,168.4474,7,2002,1,1,1,2358.2636,2
1,8.315,1,0.035773394,0,144.3444,2,2007,1,1,1,3483.4656,2
1,12.6,1,0.046382793,6,122.8388,5,1985,1,2,3,2972.1312,1
0,7.81,0,0.067836851,14,246.1486,2,2007,1,1,1,5375.6692,3
1,18.1,0,0.022434418,6,96.2094,9,1999,1,0,1,952.094,1
0,8.88,0,0.086764795,7,153.8682,6,2004,2,1,1,1829.6184,2
0,9.5,0,0.085437778,7,188.4872,3,2009,1,2,2,3592.6568,2
1,15.25,0,0.089998959,5,215.1192,7,2002,1,1,1,2157.192,3
1,12.6,1,0.054288646,10,96.6094,5,1985,1,2,3,2189.8162,1
2,16.35,0,0.016993204,9,95.741,8,1997,2,0,1,965.41,1
1,12.6,0,0.06908877,10,52.3324,5,1985,1,2,3,1298.31,0
1,12.85,0,0.137441201,13,157.663,9,1999,1,0,1,2659.871,2
1,12.5,0,0.051970788,6,103.699,0,1998,2,2,0,412.796,1
0,17.85,0,0.02492239,14,153.4998,3,2009,1,2,2,2922.1962,2
1,7.21,1,0.144924795,13,100.8332,7,2002,1,1,1,1537.998,1
2,5.175,0,0.030349723,8,37.0874,6,2004,2,1,1,423.4488,0
2,16.2,0,0.050625182,9,193.1162,2,2007,1,1,1,2501.4106,2
1,14.0,0,0.02371512,0,103.8332,1,1987,0,2,1,1743.0644,1
2,8.42,0,0.112177581,8,65.9168,1,1987,0,2,1,958.752,0
1,9.3,0,0.04774013,0,195.0136,0,1998,2,2,0,194.4136,2
0,9.395,0,0.159304333,14,226.172,6,2004,2,1,1,3848.324,3
1,17.85,1,0.020989308,10,260.7936,7,2002,1,1,1,4697.8848,3
0,12.6,0,0.01769927,4,74.2012,5,1985,1,2,3,1290.3204,1
1,12.6,0,0.096658404,6,216.9166,4,1985,2,0,0,217.7166,3
1,20.1,1,0.054816926,6,194.282,3,2009,1,2,2,1544.656,2
1,16.5,1,0.068511103,3,103.699,2,2007,1,1,1,1651.184,1
2,5.615,0,0.12574524,8,122.473,6,2004,2,1,1,1354.903,1
1,7.52,1,0.044023213,0,183.095,8,1997,2,0,1,5492.85,2
1,12.6,1,0.068754395,2,54.5614,5,1985,1,2,3,1713.1034,0
1,13.8,1,0.024660202,3,87.4172,0,1998,2,2,0,178.4344,1
1,17.6,1,0.039214444,13,98.241,6,2004,2,1,1,1930.82,1
1,20.5,0,0.036344721,6,122.3756,2,2007,1,1,1,2544.6876,1
2,11.8,0,0.008554052,8,116.9492,1,1987,0,2,1,1969.4364,1
1,12.6,1,0.170000805,4,155.963,5,1985,1,2,3,4537.427,2
2,20.25,0,0.148302815,8,108.3938,9,1999,1,0,1,2787.0388,1
1,15.85,0,0.081914677,1,177.637,9,1999,1,0,1,3352.303,2
1,17.7,0,0.029914022,13,166.2816,1,1987,0,2,1,2516.724,2
1,6.035,1,0.065771344,0,185.324,6,2004,2,1,1,3728.48,2
2,12.35,0,0.163941937,9,117.0124,8,1997,2,0,1,1540.6612,1
1,14.65,1,0.099692906,13,50.9666,2,2007,1,1,1,717.7324,0
1,10.895,0,0.059834024,6,133.5284,0,1998,2,2,0,263.6568,1
0,15.75,0,0.166174549,4,37.4506,7,2002,1,1,1,1062.6168,0
1,11.15,0,0.119930029,4,44.2744,6,2004,2,1,1,588.5672,0
1,8.985,1,0.057944376,5,131.531,7,2002,1,1,1,1428.141,1
1,17.6,1,0.065649353,13,94.841,0,1998,2,2,0,193.082,1
2,12.6,0,0.080249973,9,168.679,5,1985,1,2,3,4923.591,2
1,13.15,1,0.037952777,13,89.5856,8,1997,2,0,1,1494.0552,1
1,9.195,1,0.064113698,5,86.5566,9,1999,1,0,1,1183.7924,1
0,12.6,0,0.048841794,14,64.7168,5,1985,1,2,3,3068.0064,0
2,19.6,0,0.02394662,9,106.9964,6,2004,2,1,1,1788.3388,1
1,12.6,1,0.096000183,4,43.7086,5,1985,1,2,3,1293.6494,0
2,20.2,0,0.074177667,9,93.2462,1,1987,0,2,1,1018.0082,1
1,12.6,1,0.04368089,1,110.157,5,1985,1,2,3,2306.997,1
1,7.75,1,0.083268523,5,32.9558,3,2009,1,2,2,101.8674,0
1,8.575,1,0.071832909,4,194.1794,6,2004,2,1,1,3316.3498,2
1,19.35,1,0.062625641,0,165.3184,9,1999,1,0,1,1651.184,2
1,7.365,0,0.042646566,6,225.172,7,2002,1,1,1,452.744,3
1,8.3,0,0.03555434,6,37.4506,2,2007,1,1,1,796.9626,0
1,16.75,0,0.105068444,13,156.663,7,2002,1,1,1,2816.334,2
1,10.695,1,0.060912865,2,173.8712,3,2009,1,2,2,4570.0512,2
2,5.88,0,0.02488732,9,147.5392,8,1997,2,0,1,2684.5056,2
1,12.6,0,0.024194731,4,36.1874,8,1997,2,0,1,423.4488,0
1,10.695,1,0.01141595,13,74.0038,1,1987,0,2,1,1034.6532,1
2,17.85,0,0.018023997,8,95.9094,8,1997,2,0,1,2285.0256,1
1,19.75,0,0.012499004,6,188.0872,3,2009,1,2,2,2458.1336,2
1,7.97,0,0.036045991,12,107.5596,0,1998,2,2,0,431.4384,1
2,12.6,0,0.044607722,8,145.976,4,1985,2,0,0,585.904,2
2,15.7,0,0.16098885,9,57.8562,7,2002,1,1,1,651.8182,0
2,15.1,0,0.055793586,9,139.7496,1,1987,0,2,1,3952.1888,2
1,6.63,1,0.104445322,0,167.25,3,2009,1,2,2,1830.95,2
2,8.6,0,0.032687702,8,140.9154,7,2002,1,1,1,1134.5232,2
1,12.6,1,0.026949463,10,197.711,5,1985,1,2,3,4910.275,2
2,13.0,0,0.041909345,9,255.0014,7,2002,1,1,1,5865.0322,3
1,5.98,0,0.04363058,6,148.2418,9,1999,1,0,1,1618.5598,2
1,13.8,1,0.014793124,3,88.5172,3,2009,1,2,2,2408.8644,1
1,12.6,0,0.01583438,1,228.5668,5,1985,1,2,3,3225.1352,3
1,16.1,1,0.159728395,5,34.3558,8,1997,2,0,1,271.6464,0
2,20.1,0,0.014925407,8,143.4154,1,1987,0,2,1,3545.385,2
1,9.17,0,0.102893121,0,141.947,1,1987,0,2,1,4008.116,2
2,10.895,0,0.020951848,8,255.3672,8,1997,2,0,1,767.0016,3
1,12.85,0,0.108102606,6,233.3642,1,1987,0,2,1,3950.1914,3
0,15.35,0,0.073697713,14,91.912,2,2007,1,1,1,559.272,1
1,16.7,1,0.091437584,15,64.3168,0,1998,2,2,0,127.8336,0
1,13.3,0,0.009581155,13,64.951,8,1997,2,0,1,1644.526,0
2,12.6,0,0.035997636,11,78.6618,4,1985,2,0,0,80.5618,1
1,6.67,1,0.12332588,13,90.2514,1,1987,0,2,1,974.0654,1
1,20.5,1,0.112584813,6,192.0478,9,1999,1,0,1,1549.9824,2
1,15.1,1,0.019930418,5,131.531,6,2004,2,1,1,2856.282,1
2,17.0,0,0.126244059,9,124.6362,8,1997,2,0,1,3900.9222,1
1,8.42,1,0.030905215,3,227.6352,7,2002,1,1,1,2748.4224,3
1,15.2,1,0.104365283,6,177.1054,2,2007,1,1,1,3151.8972,2
2,17.0,0,0.087387669,8,125.073,0,1998,2,2,0,369.519,1
1,17.6,1,0.053481818,15,47.806,2,2007,1,1,1,1071.938,0
1,18.0,0,0.073306615,3,155.0972,9,1999,1,0,1,3894.93,2
2,14.6,0,0.043021542,9,196.9084,0,1998,2,2,0,595.2252,2
1,5.8,0,0.13169655,4,89.4172,2,2007,1,1,1,2498.0816,1
2,9.8,0,0.090834158,11,192.2478,3,2009,1,2,2,4068.7038,2
2,12.6,0,0.19875618,9,250.7724,4,1985,2,0,0,251.6724,3
1,14.3,0,0.026321701,5,77.6302,8,1997,2,0,1,950.7624,1
1,11.1,0,0.176215665,0,158.8604,8,1997,2,0,1,2693.8268,2
1,17.0,0,0.136008489,6,171.7106,7,2002,1,1,1,1711.106,2
1,18.6,1,0.17174348,10,48.8376,9,1999,1,0,1,1294.3152,0
1,8.895,1,0.08154715,13,49.8008,2,2007,1,1,1,759.012,0
0,12.6,0,0.027570939,14,86.6198,5,1985,1,2,3,2529.3742,1
1,10.3,0,0.146767897,10,102.3648,3,2009,1,2,2,1557.972,1
1,19.25,1,0.03467086,3,141.8496,1,1987,0,2,1,2399.5432,2
1,12.6,0,0.09619424,13,210.8612,6,2004,2,1,1,1254.3672,3
1,15.3,1,0.08511049,3,215.7218,3,2009,1,2,2,1923.4962,3
1,12.6,1,0.1263349,3,184.0924,4,1985,2,0,0,555.2772,2
2,12.6,0,0.012592289,9,123.3414,5,1985,1,2,3,4751.8146,1
1,12.6,1,0.05357685,0,122.2072,5,1985,1,2,3,3552.7088,1
1,18.6,0,0.077168705,13,160.6236,3,2009,1,2,2,1611.236,2
2,14.5,0,0.032597778,11,163.621,0,1998,2,2,0,815.605,2
1,13.5,0,0.021583971,6,179.5976,3,2009,1,2,2,2173.1712,2
1,10.3,0,0.078903499,0,177.637,7,2002,1,1,1,4234.488,2
2,12.6,0,0.091411749,8,121.373,4,1985,2,0,0,369.519,1
2,12.6,0,0.084245356,8,164.6526,4,1985,2,0,0,657.8104,2
2,16.5,0,0.012689327,8,39.7506,3,2009,1,2,2,227.7036,0
1,5.59,1,0.094741514,13,63.1168,0,1998,2,2,0,191.7504,0
1,15.15,0,0.046496777,0,149.6708,0,1998,2,2,0,300.9416,2
1,13.1,0,0.076005548,4,166.1158,2,2007,1,1,1,1169.8106,2
1,10.1,0,0.053732324,3,49.8008,0,1998,2,2,0,303.6048,0
2,6.235,0,0.033807904,9,258.9962,0,1998,2,2,0,258.9962,3
1,12.5,0,0.020782036,1,198.3742,3,2009,1,2,2,2587.9646,2
1,11.35,1,0.063173691,4,86.1856,1,1987,0,2,1,1494.0552,1
1,9.065,0,0.115563679,5,96.0094,7,2002,1,1,1,1713.7692,1
1,11.65,1,0.076278201,13,85.1908,2,2007,1,1,1,671.1264,1
1,18.2,1,0.012223687,6,57.1904,9,1999,1,0,1,1640.5312,0
1,6.115,1,0.011419301,5,91.0488,3,2009,1,2,2,1629.8784,1
1,6.92,1,0.131458247,2,90.5804,3,2009,1,2,2,183.7608,1
1,7.035,0,0.021883368,5,263.791,9,1999,1,0,1,4996.829,3
1,18.2,0,0.012607876,13,139.818,8,1997,2,0,1,1398.18,2
1,10.5,1,0.025041738,6,218.7508,7,2002,1,1,1,3255.762,3
2,17.6,0,0.018934719,8,237.759,9,1999,1,0,1,3545.385,3
1,12.6,0,0.021392306,6,182.0976,5,1985,1,2,3,6157.3184,2
1,19.75,0,0.041448824,6,116.5466,7,2002,1,1,1,2828.3184,1
1,16.5,0,0.028395167,13,91.7146,1,1987,0,2,1,2462.7942,1
1,13.15,1,0.165221717,6,172.0764,1,1987,0,2,1,4466.1864,2
1,7.89,0,0.036127671,4,117.4782,6,2004,2,1,1,2026.0294,1
1,20.5,1,0.019277945,5,82.8592,3,2009,1,2,2,1733.7432,1
1,16.25,0,0.057629899,6,123.9046,3,2009,1,2,2,1120.5414,1
1,12.6,0,0.096212432,13,207.2612,8,1997,2,0,1,4390.2852,3
1,12.6,0,0.024387984,0,92.4462,4,1985,2,0,0,185.0924,1
1,8.775,0,0.021647195,6,109.5228,7,2002,1,1,1,994.7052,1
1,7.42,1,0.021573645,12,184.6582,8,1997,2,0,1,5015.4714,2
0,8.67,0,0.065424208,14,145.8128,6,2004,2,1,1,2444.8176,2
1,8.77,1,0.046866331,6,170.5422,7,2002,1,1,1,1551.9798,2
1,16.25,0,0.087102593,4,96.041,1,1987,0,2,1,868.869,1
2,11.5,0,0.01774202,8,129.6626,2,2007,1,1,1,1836.2764,1
1,11.1,0,0.010632752,3,82.5908,1,1987,0,2,1,1510.0344,1
1,12.6,1,0.031116081,3,55.264,5,1985,1,2,3,1544.656,0
1,5.59,1,0.05671761,13,62.9168,7,2002,1,1,1,1406.1696,0
1,12.6,0,0.079931185,3,219.7456,4,1985,2,0,0,884.1824,3
1,6.55,0,0.024505418,1,102.9332,1,1987,0,2,1,1845.5976,1
1,6.85,0,0.03830192,5,261.2594,0,1998,2,2,0,1046.6376,3
2,21.25,0,0.024693927,9,144.1102,9,1999,1,0,1,1749.7224,2
1,12.6,0,0.010590075,3,84.6908,5,1985,1,2,3,3691.1952,1
1,12.8,1,0.190569038,1,138.7838,0,1998,2,2,0,280.9676,2
0,12.1,0,0.016826748,7,179.166,8,1997,2,0,1,3056.022,2
1,12.6,0,0.088394115,5,194.7452,5,1985,1,2,3,5872.356,2
1,12.6,0,0.129783577,0,78.2328,5,1985,1,2,3,1004.0264,1
1,7.075,0,0.058465268,4,145.3128,7,2002,1,1,1,1869.5664,2
1,11.1,1,0.053765212,6,163.1526,6,2004,2,1,1,1808.9786,2
1,6.63,1,0.01098386,13,55.4588,3,2009,1,2,2,343.5528,0
1,8.935,0,0.040245222,5,54.9298,9,1999,1,0,1,1348.245,0
1,7.935,0,0.017253305,4,51.435,2,2007,1,1,1,499.35,0
1,7.485,0,0.069231189,13,112.1228,9,1999,1,0,1,1215.7508,1
1,9.5,0,0.074648119,13,253.3724,3,2009,1,2,2,755.0172,3
2,18.35,0,0.030542489,8,193.1162,9,1999,1,0,1,2693.8268,2
1,6.365,0,0.007359711,5,60.1536,9,1999,1,0,1,490.0288,0
1,11.1,0,0.059940022,6,149.1366,9,1999,1,0,1,4231.8248,2
1,9.895,1,0.048860587,5,260.2278,3,2009,1,2,2,4165.2448,3
2,7.68,0,0.153419412,8,86.4224,2,2007,1,1,1,511.3344,1
2,13.65,0,0.077219509,8,56.493,6,2004,2,1,1,509.337,0
2,15.75,0,0.13504726,9,98.57,6,2004,2,1,1,2496.75,1
1,10.195,1,0.146094132,4,196.1794,9,1999,1,0,1,2926.191,2
2,10.895,0,0.027157955,11,50.2666,3,2009,1,2,2,820.2656,0
1,12.6,1,0.080346058,0,195.711,5,1985,1,2,3,5499.508,2
1,17.7,1,0.016596645,6,48.3034,8,1997,2,0,1,777.6544,0
0,17.25,0,0.084316691,14,263.391,6,2004,2,1,1,6311.784,3
1,18.6,0,0.076791671,13,161.0236,1,1987,0,2,1,3705.8428,2
1,13.8,0,0.01326146,3,108.0254,6,2004,2,1,1,759.6778,1
1,10.195,1,0.012528611,10,195.111,2,2007,1,1,1,3731.809,2
0,5.88,0,0.003597678,7,153.8998,9,1999,1,0,1,2922.1962,2
2,11.15,0,0.032438645,8,163.0526,2,2007,1,1,1,2302.3364,2
1,12.6,0,0.173527068,6,92.0462,4,1985,2,0,0,277.6386,1
0,11.6,0,0.041112694,14,142.0154,3,2009,1,2,2,850.8924,2
1,12.6,0,0.089243504,3,139.2496,5,1985,1,2,3,1976.0944,2
0,12.1,0,0.011539622,4,163.5526,8,1997,2,0,1,2302.3364,2
1,12.6,0,0.04690397,13,110.657,4,1985,2,0,0,659.142,1
1,4.635,0,0.141686037,1,126.9994,2,2007,1,1,1,1798.9916,1
2,8.51,0,0.052051256,9,142.247,7,2002,1,1,1,2004.058,2
0,9.6,0,0.09627919,14,167.3158,6,2004,2,1,1,1838.2738,2
1,17.25,1,0.047533568,13,96.9068,2,2007,1,1,1,1458.102,1
2,15.0,0,0.04499948,8,140.4838,7,2002,1,1,1,1685.8056,2
1,16.75,0,0.12888573,1,87.6856,8,1997,2,0,1,1494.0552,1
0,8.365,0,0.120256303,7,39.2506,0,1998,2,2,0,75.9012,0
0,18.85,0,0.137755834,7,161.8578,3,2009,1,2,2,3530.0716,2
1,6.615,0,0.093913607,4,198.7426,2,2007,1,1,1,1186.4556,2
1,5.75,1,0.075287081,4,115.3176,9,1999,1,0,1,572.588,1
1,10.0,0,0.100055625,13,113.3544,3,2009,1,2,2,3467.4864,1
1,13.1,0,0.006061565,5,188.9898,6,2004,2,1,1,4303.0654,2
1,10.1,1,0.053667516,6,223.0088,9,1999,1,0,1,671.1264,3
1,12.6,0,0.026194237,5,79.0302,5,1985,1,2,3,1901.5248,1
1,11.65,1,0.076002991,13,83.4908,7,2002,1,1,1,503.3448,1
2,12.6,0,0.080111611,8,94.6436,5,1985,1,2,3,4065.3748,1
1,9.3,0,0.043141572,6,90.4172,3,2009,1,2,2,1249.0408,1
0,19.6,0,0.024276035,4,45.3718,7,2002,1,1,1,614.5334,0
1,11.35,0,0.03093263,13,51.5008,3,2009,1,2,2,607.2096,0
1,5.44,1,0.017096552,0,178.137,7,2002,1,1,1,3175.866,2
1,14.65,0,0.172357491,6,50.8692,2,2007,1,1,1,788.3072,0
1,12.35,1,0.185824165,0,78.5328,6,2004,2,1,1,695.0952,1
1,12.85,1,0.152988295,6,253.7382,2,2007,1,1,1,2271.0438,3
1,11.6,1,0.143897558,4,240.6222,1,1987,0,2,1,2868.2664,3
1,7.445,0,0.037845086,0,75.5354,2,2007,1,1,1,1956.1204,1
1,12.6,1,0.1748389,6,142.8786,4,1985,2,0,0,433.4358,2
0,6.135,0,0.115500999,14,161.1236,3,2009,1,2,2,644.4944,2
1,8.68,0,0.01478914,5,97.7384,0,1998,2,2,0,98.5384,1
2,18.5,0,0.033938279,11,132.5284,6,2004,2,1,1,1318.284,1
1,14.3,0,0.026299797,5,79.4302,1,1987,0,2,1,1743.0644,1
2,12.6,0,0.159394437,11,105.6938,4,1985,2,0,0,214.3876,1
1,15.2,1,0.10377827,6,175.6054,8,1997,2,0,1,2451.4756,2
1,9.8,1,0.045522854,0,35.0874,2,2007,1,1,1,352.874,0
1,12.6,0,0.095331433,5,125.5678,5,1985,1,2,3,2543.356,1
1,17.6,0,0.105472205,13,165.6868,2,2007,1,1,1,3111.9492,2
